grundpreis,anbieter,tarifname,preis,kwh_price,plz,place,abschliessbar_bei,mindestlaufzeit_monate,KeineVorkasse,Oeko,preisgarantie_monate,Kuendigungsfrist,vertragsverlaengerung_monate
0,"148,75 €/Jahr",Teutoburger EN,PuraGas 3.0,"548,35 €","13,32 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,8.0,True,True,8.0,1.0,1.0
1,"70,83 €/Jahr",MONTANA,MONTANA bonus 12,"557,42 €","16,70 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,False,12.0,1.0,0.0
2,"70,83 €/Jahr",MONTANA,MONTANA bonus 12,"557,42 €","16,72 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,False,12.0,1.0,1.0
3,"110,11 €/Jahr",Octopus Energy,OctopusSelect Gas,"557,97 €","16,07 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,30.0,True,False,24.0,1.0,0.0
4,"110,11 €/Jahr",Octopus Energy,OctopusSelect Gas,"557,97 €","16,10 ct/kWh",73033.0,Göppingen / Faurndau,Check24,1.0,True,False,24.0,1.0,1.0
5,"70,83 €/Jahr",MONTANA,MONTANA garant 12,"558,49 €","16,23 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,False,12.0,1.0,1.0
6,"70,83 €/Jahr",MONTANA,MONTANA bonus 12 klimaneutral,"566,34 €","17,00 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,0.0
7,"70,83 €/Jahr",MONTANA,MONTANA bonus 12 klimaneutral,"566,34 €","17,02 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,True,12.0,1.0,1.0
8,"70,83 €/Jahr",MONTANA,MONTANA garant 12 klimaneutral,"567,42 €","16,53 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,0.0
9,"70,83 €/Jahr",MONTANA,MONTANA garant 12 klimaneutral,"567,42 €","16,55 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,True,12.0,1.0,1.0
10,"70,83 €/Jahr",MONTANA,MONTANA bonus 12 Biogas10,"575,27 €","17,30 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,0.0
11,"70,83 €/Jahr",MONTANA,MONTANA garant 12 Biogas10,"576,34 €","16,83 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,0.0
12,"70,83 €/Jahr",MONTANA,MONTANA garant 12 Biogas10,"576,34 €","16,85 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,True,12.0,1.0,1.0
13,"169,31 €/Jahr",stadtenergie,Checker Gas,"596,06 €","14,23 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,True,12.0,1.0,1.0
14,"56,26 €/Jahr",Yippie,Happy Yippie Gas,"598,06 €","18,03 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,0.0
15,"56,26 €/Jahr",Yippie,Happy Yippie Gas,"598,06 €","18,06 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,True,12.0,1.0,1.0
16,"94,83 €/Jahr",Brillant Energie,Brillant Gas Natur 12,"598,23 €","16,77 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,1.0
17,"142,80 €/Jahr",Vattenfall Sales,Easy12 Gas,"600,40 €","15,90 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,False,12.0,1.0,1.0
18,"142,80 €/Jahr",Vattenfall Sales,Natur12 Extra Gas,"603,40 €","16,00 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,1.0
19,"142,80 €/Jahr",Vattenfall Sales,Natur12 Gas,"603,40 €","16,00 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,1.0
20,"142,80 €/Jahr",Vattenfall,Bio12 Gas 15,"608,80 €","16,20 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,0.0
21,"142,80 €/Jahr",Vattenfall Sales,Bio12 Gas 15,"608,80 €","16,20 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,True,12.0,1.0,1.0
22,"115,76 €/Jahr",MAXENERGY,MAX Basic Gas,"611,03 €","16,51 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,False,12.0,1.0,1.0
23,"103,53 €/Jahr",Energieversorgung Filstal,HG1-2 Neukunde,"614,04 €","17,02 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,0.0,True,False,0.0,0.5,0.0
24,"41,65 €/Jahr",Energieversorgung Filstal,HGK-2 Neukunde,"636,06 €","19,81 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,0.0,True,False,0.0,0.5,0.0
25,"110,41 €/Jahr",R(H)EINPOWER,R(H)EINPOWER MeinGas 12 Natur,"651,26 €","18,00 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,False,12.0,1.0,0.0
26,"110,41 €/Jahr",R(H)EINPOWER,R(H)EINPOWER MeinGas 12 Natur ,"651,26 €","18,03 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,True,12.0,1.0,1.0
27,"68,16 €/Jahr",NEW Energie,NEWgas online,"655,26 €","19,57 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,12.0,True,False,12.0,1.0,1.0
28,"68,16 €/Jahr",KlickEnergie,Klickgas12 plus,"655,39 €","19,57 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,False,12.0,1.0,1.0
29,"165,41 €/Jahr",Energieversorgung Filstal,HG2-2 Neukunde,"657,00 €","16,39 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,0.0,True,False,0.0,0.5,0.0
30,"61,80 €/Jahr",team energie,teamgas günstig,"659,10 €","19,91 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,False,12.0,1.0,1.0
31,"68,16 €/Jahr",KlickEnergie,KlickGas,"673,24 €","20,17 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,False,12.0,1.0,1.0
32,"68,16 €/Jahr",NEW Energie,NEWgas online12 plus,"673,26 €","20,17 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,12.0,True,False,12.0,1.0,1.0
33,"118,81 €/Jahr",Bürgerwerke,BürgerÖkogas 5 %,"706,29 €","19,58 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,1.0,True,True,8.0,1.0,1.0
34,"193,11 €/Jahr",LichtBlick,ÖkoGas Komfort 12,"752,31 €","18,63 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,1.0
35,"201,49 €/Jahr",Stadtwerke München,M-Erdgas Fix,"781,69 €","19,33 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,False,12.0,1.0,1.0
36,"288,31 €/Jahr",stadtenergie,Checker Gas +,"784,43 €","16,54 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,True,12.0,1.0,1.0
37,"201,49 €/Jahr",Stadtwerke München,M-Ökogas Fix,"790,69 €","19,63 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,12.0,1.0,1.0
38,"142,80 €/Jahr",Vattenfall Sales,Easy12 Gas Standard,"850,80 €","23,60 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,False,12.0,1.0,1.0
39,"64,59 €/Jahr",Weinstraßen Energie,Standard Gas,"892,00 €","27,57 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,6.0,True,True,12.0,1.0,0.0
40,"183,33 €/Jahr",E.ON Energie,E.ON Erdgas Öko Plus 12,"899,13 €","23,83 ct/kWh",73033.0,Göppingen / Faurndau,Verivox,12.0,True,True,16.0,1.0,1.0
41,"118,81 €/Jahr",Bürgerwerke,BürgerÖkogas 100 %,"969,26 €","28,35 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,1.0,True,True,8.0,1.0,1.0
42,"192,00 €/Jahr",Süwag,Gas Garant 100 ,"1.145,90 €","35,13 ct/kWh",73033.0,Göppingen / Faurndau,Check24,12.0,True,False,12.0,1.0,1.0
43,"689,44 €/Jahr",Weinstraßen Energie,Basic Gas,"1.511,50 €","27,40 ct/kWh",73033.0,Göppingen / Faurndau,Anbieter,12.0,True,True,12.0,1.0,0.0
44,"94,83 €/Jahr",Brillant Energie,Brillant Gas Natur 24,"549,93 €","15,17 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
45,"142,80 €/Jahr",Vattenfall,Easy24 Gas,"559,20 €","15,87 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,False,24.0,1.0,0.0
46,"142,80 €/Jahr",Vattenfall,Natur24 Gas,"562,20 €","15,97 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
47,"70,83 €/Jahr",MONTANA,MONTANA garant 24,"572,41 €","16,70 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,False,24.0,1.0,0.0
48,"70,83 €/Jahr",MONTANA,MONTANA garant 24,"572,41 €","16,72 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,False,24.0,1.0,1.0
49,"70,83 €/Jahr",MONTANA,MONTANA bonus 24,"573,13 €","17,23 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,False,24.0,1.0,0.0
50,"70,83 €/Jahr",MONTANA,MONTANA garant 24 klimaneutral,"581,34 €","17,00 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
51,"70,83 €/Jahr",MONTANA,MONTANA garant 24 klimaneutral,"581,34 €","17,02 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
52,"70,83 €/Jahr",MONTANA,MONTANA bonus 24 klimaneutral,"582,05 €","17,53 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
53,"70,83 €/Jahr",MONTANA,MONTANA bonus 24 klimaneutral,"582,05 €","17,54 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
54,"115,76 €/Jahr",MAXENERGY,Max Safety Gas,"584,26 €","15,62 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,False,24.0,1.0,1.0
55,"70,83 €/Jahr",MONTANA,MONTANA garant 24 Biogas10,"590,26 €","17,30 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
56,"70,83 €/Jahr",MONTANA,MONTANA garant 24 Biogas10,"590,26 €","17,31 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
57,"70,83 €/Jahr",MONTANA,MONTANA bonus 24 Biogas10,"590,98 €","17,83 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
58,"70,83 €/Jahr",MONTANA,MONTANA bonus 24 Biogas10,"590,98 €","17,84 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
59,"142,80 €/Jahr",Vattenfall,Natur24 Extra Gas,"592,20 €","15,97 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
60,"142,80 €/Jahr",Vattenfall Sales,Natur24 Extra Gas,"592,20 €","15,98 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
61,"142,80 €/Jahr",Vattenfall,Bio24 Gas 15,"607,60 €","16,13 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
62,"142,80 €/Jahr",Vattenfall Sales,Bio24 Gas 15,"607,60 €","16,16 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
63,"118,80 €/Jahr",NATURSTROM AG,naturstrom biogas 10 %,"745,80 €","20,90 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,1.0,True,True,0.0,1.0,1.0
64,"193,11 €/Jahr",LichtBlick,ÖkoGas Relax 24,"755,31 €","18,73 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
65,"162,36 €/Jahr",TEAG Thüringer Energie,TEAG.Gas extra,"800,32 €","21,27 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,False,24.0,1.0,1.0
66,"347,81 €/Jahr",stadtenergie,Gönn dir WATT +,"843,93 €","16,54 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
67,"192,00 €/Jahr",Süwag,Gas Garant 100 (24M) ,"1.145,90 €","35,13 ct/kWh",73033.0,Göppingen / Faurndau,KeineEmpfehlung,24.0,True,False,24.0,1.0,1.0
0,"148,75 €/Jahr",Teutoburger EN,PuraGas 3.0,"548,35 €","13,32 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,8.0,True,True,8.0,1.0,1.0
1,"70,83 €/Jahr",MONTANA,MONTANA bonus 12,"557,42 €","16,70 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,False,12.0,1.0,0.0
2,"70,83 €/Jahr",MONTANA,MONTANA bonus 12,"557,42 €","16,72 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,False,12.0,1.0,1.0
3,"110,11 €/Jahr",Octopus Energy,OctopusSelect Gas,"557,97 €","16,07 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,30.0,True,False,24.0,1.0,0.0
4,"110,11 €/Jahr",Octopus Energy,OctopusSelect Gas,"557,97 €","16,10 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,1.0,True,False,24.0,1.0,1.0
5,"70,83 €/Jahr",MONTANA,MONTANA garant 12,"558,49 €","16,23 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,False,12.0,1.0,1.0
6,"70,83 €/Jahr",MONTANA,MONTANA bonus 12 klimaneutral,"566,34 €","17,00 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,0.0
7,"70,83 €/Jahr",MONTANA,MONTANA bonus 12 klimaneutral,"566,34 €","17,02 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,True,12.0,1.0,1.0
8,"70,83 €/Jahr",MONTANA,MONTANA garant 12 klimaneutral,"567,42 €","16,53 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,0.0
9,"70,83 €/Jahr",MONTANA,MONTANA garant 12 klimaneutral,"567,42 €","16,55 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,True,12.0,1.0,1.0
10,"70,83 €/Jahr",MONTANA,MONTANA bonus 12 Biogas10,"575,27 €","17,30 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,0.0
11,"70,83 €/Jahr",MONTANA,MONTANA garant 12 Biogas10,"576,34 €","16,83 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,0.0
12,"70,83 €/Jahr",MONTANA,MONTANA garant 12 Biogas10,"576,34 €","16,85 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,True,12.0,1.0,1.0
13,"169,31 €/Jahr",stadtenergie,Checker Gas,"596,06 €","14,23 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,True,12.0,1.0,1.0
14,"56,26 €/Jahr",Yippie,Happy Yippie Gas,"598,06 €","18,03 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,0.0
15,"56,26 €/Jahr",Yippie,Happy Yippie Gas,"598,06 €","18,06 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,True,12.0,1.0,1.0
16,"94,83 €/Jahr",Brillant Energie,Brillant Gas Natur 12,"598,23 €","16,77 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,1.0
17,"142,80 €/Jahr",Vattenfall Sales,Easy12 Gas,"600,40 €","15,90 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,False,12.0,1.0,1.0
18,"142,80 €/Jahr",Vattenfall Sales,Natur12 Extra Gas,"603,40 €","16,00 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,1.0
19,"142,80 €/Jahr",Vattenfall Sales,Natur12 Gas,"603,40 €","16,00 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,1.0
20,"142,80 €/Jahr",Vattenfall,Bio12 Gas 15,"608,80 €","16,20 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,0.0
21,"142,80 €/Jahr",Vattenfall Sales,Bio12 Gas 15,"608,80 €","16,20 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,True,12.0,1.0,1.0
22,"115,76 €/Jahr",MAXENERGY,MAX Basic Gas,"611,03 €","16,51 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,False,12.0,1.0,1.0
23,"103,53 €/Jahr",Energieversorgung Filstal,HG1-2 Neukunde,"614,04 €","17,02 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,0.0,True,False,0.0,0.5,0.0
24,"41,65 €/Jahr",Energieversorgung Filstal,HGK-2 Neukunde,"636,06 €","19,81 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,0.0,True,False,0.0,0.5,0.0
25,"110,41 €/Jahr",R(H)EINPOWER,R(H)EINPOWER MeinGas 12 Natur,"651,26 €","18,00 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,False,12.0,1.0,0.0
26,"110,41 €/Jahr",R(H)EINPOWER,R(H)EINPOWER MeinGas 12 Natur ,"651,26 €","18,03 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,True,12.0,1.0,1.0
27,"68,16 €/Jahr",NEW Energie,NEWgas online,"655,26 €","19,57 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,12.0,True,False,12.0,1.0,1.0
28,"68,16 €/Jahr",KlickEnergie,Klickgas12 plus,"655,39 €","19,57 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,False,12.0,1.0,1.0
29,"165,41 €/Jahr",Energieversorgung Filstal,HG2-2 Neukunde,"657,00 €","16,39 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,0.0,True,False,0.0,0.5,0.0
30,"61,80 €/Jahr",team energie,teamgas günstig,"659,10 €","19,91 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,False,12.0,1.0,1.0
31,"68,16 €/Jahr",KlickEnergie,KlickGas,"673,24 €","20,17 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,False,12.0,1.0,1.0
32,"68,16 €/Jahr",NEW Energie,NEWgas online12 plus,"673,26 €","20,17 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,12.0,True,False,12.0,1.0,1.0
33,"118,81 €/Jahr",Bürgerwerke,BürgerÖkogas 5 %,"706,29 €","19,58 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,1.0,True,True,8.0,1.0,1.0
34,"193,11 €/Jahr",LichtBlick,ÖkoGas Komfort 12,"752,31 €","18,63 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,1.0
35,"201,49 €/Jahr",Stadtwerke München,M-Erdgas Fix,"781,69 €","19,33 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,False,12.0,1.0,1.0
36,"288,31 €/Jahr",stadtenergie,Checker Gas +,"784,43 €","16,54 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,True,12.0,1.0,1.0
37,"201,49 €/Jahr",Stadtwerke München,M-Ökogas Fix,"790,69 €","19,63 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,12.0,1.0,1.0
38,"142,80 €/Jahr",Vattenfall Sales,Easy12 Gas Standard,"850,80 €","23,60 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,False,12.0,1.0,1.0
39,"64,59 €/Jahr",Weinstraßen Energie,Standard Gas,"892,00 €","27,57 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,6.0,True,True,12.0,1.0,0.0
40,"183,33 €/Jahr",E.ON Energie,E.ON Erdgas Öko Plus 12,"899,13 €","23,83 ct/kWh",73033.0,Göppingen / Stadtgebiet,Verivox,12.0,True,True,16.0,1.0,1.0
41,"118,81 €/Jahr",Bürgerwerke,BürgerÖkogas 100 %,"969,26 €","28,35 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,1.0,True,True,8.0,1.0,1.0
42,"192,00 €/Jahr",Süwag,Gas Garant 100 ,"1.145,90 €","35,13 ct/kWh",73033.0,Göppingen / Stadtgebiet,Check24,12.0,True,False,12.0,1.0,1.0
43,"689,44 €/Jahr",Weinstraßen Energie,Basic Gas,"1.511,50 €","27,40 ct/kWh",73033.0,Göppingen / Stadtgebiet,Anbieter,12.0,True,True,12.0,1.0,0.0
44,"94,83 €/Jahr",Brillant Energie,Brillant Gas Natur 24,"549,93 €","15,17 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
45,"142,80 €/Jahr",Vattenfall,Easy24 Gas,"559,20 €","15,87 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,False,24.0,1.0,0.0
46,"142,80 €/Jahr",Vattenfall,Natur24 Gas,"562,20 €","15,97 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
47,"70,83 €/Jahr",MONTANA,MONTANA garant 24,"572,41 €","16,70 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,False,24.0,1.0,0.0
48,"70,83 €/Jahr",MONTANA,MONTANA garant 24,"572,41 €","16,72 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,False,24.0,1.0,1.0
49,"70,83 €/Jahr",MONTANA,MONTANA bonus 24,"573,13 €","17,23 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,False,24.0,1.0,0.0
50,"70,83 €/Jahr",MONTANA,MONTANA garant 24 klimaneutral,"581,34 €","17,00 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
51,"70,83 €/Jahr",MONTANA,MONTANA garant 24 klimaneutral,"581,34 €","17,02 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
52,"70,83 €/Jahr",MONTANA,MONTANA bonus 24 klimaneutral,"582,05 €","17,53 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
53,"70,83 €/Jahr",MONTANA,MONTANA bonus 24 klimaneutral,"582,05 €","17,54 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
54,"115,76 €/Jahr",MAXENERGY,Max Safety Gas,"584,26 €","15,62 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,False,24.0,1.0,1.0
55,"70,83 €/Jahr",MONTANA,MONTANA garant 24 Biogas10,"590,26 €","17,30 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
56,"70,83 €/Jahr",MONTANA,MONTANA garant 24 Biogas10,"590,26 €","17,31 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
57,"70,83 €/Jahr",MONTANA,MONTANA bonus 24 Biogas10,"590,98 €","17,83 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
58,"70,83 €/Jahr",MONTANA,MONTANA bonus 24 Biogas10,"590,98 €","17,84 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
59,"142,80 €/Jahr",Vattenfall,Natur24 Extra Gas,"592,20 €","15,97 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
60,"142,80 €/Jahr",Vattenfall Sales,Natur24 Extra Gas,"592,20 €","15,98 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
61,"142,80 €/Jahr",Vattenfall,Bio24 Gas 15,"607,60 €","16,13 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
62,"142,80 €/Jahr",Vattenfall Sales,Bio24 Gas 15,"607,60 €","16,16 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
63,"118,80 €/Jahr",NATURSTROM AG,naturstrom biogas 10 %,"745,80 €","20,90 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,1.0,True,True,0.0,1.0,1.0
64,"193,11 €/Jahr",LichtBlick,ÖkoGas Relax 24,"755,31 €","18,73 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,0.0
65,"162,36 €/Jahr",TEAG Thüringer Energie,TEAG.Gas extra,"800,32 €","21,27 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,False,24.0,1.0,1.0
66,"347,81 €/Jahr",stadtenergie,Gönn dir WATT +,"843,93 €","16,54 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,True,24.0,1.0,1.0
67,"192,00 €/Jahr",Süwag,Gas Garant 100 (24M) ,"1.145,90 €","35,13 ct/kWh",73033.0,Göppingen / Stadtgebiet,KeineEmpfehlung,24.0,True,False,24.0,1.0,1.0
